"","url","title","snippet","date"
"1","https://www.dailywire.com/news/trump-kamala-debate-simulcast-and-reaction-to-stream-live-on-daily-wire-backstage","Trump-Harris Debate Simulcast And Analysis Streaming Live On ...","Sep 10, 2024 ... The all-important debate between former President Donald Trump and Vice President Kamala Harris will stream live on DailyWire+ with pre-debate analysis on “ ...",2024-09-10
"2","https://www.dailywire.com/news/abc-news-moderators-blasted-for-extreme-bias-fact-checking-trump-but-not-harris","ABC News Moderators Blasted For Extreme Bias, Fact Checking ...","Sep 10, 2024 ... ABC News faces backlash for debate moderation, with critics saying Trump was unfairly fact-checked, while Kamala Harris escaped follow-up questions and tough ...",2024-09-10
"3","https://www.dailywire.com/news/abc-debate-host-david-muirs-show-was-100-positive-for-harris-93-negative-for-trump-report","ABC Debate Host David Muir's Show Was 100% Positive For Harris ...","Sep 10, 2024 ... ... Kamala Harris since she entered the presidential race and a staggering 93% negative coverage to former President Donald Trump. Advertisement. Analysts looked ...",2024-09-10
"4","https://www.dailywire.com/news/biden-harris-irs-hiring-dei-specialist-with-salary-more-than-3x-national-average","Biden-Harris IRS Hiring DEI Specialist With Salary More Than 3x ...","Sep 3, 2024 ... Vice President Kamala Harris speaks onstage during a Pride Celebration hosted by the Vice President Of (Photo by Tasos Katopodis/Getty Images for GLAAD). The ...",2024-09-03
"5","https://www.dailywire.com/news/are-you-his-daughter-unearthed-abc-profile-shows-kamala-partying-with-ex-lover-willie-brown","'Are You His Daughter?' Unearthed ABC Profile Shows Kamala ...","Sep 10, 2024 ... Video footage from a 1995 ABC profile of former San Francisco Mayor Willie Brown shows Democratic nominee Kamala Harris partying with her then-boyfriend.",2024-09-10
"6","https://www.dailywire.com/news/trump-celebrates-the-birthday-of-jesus-christs-mother-with-image-of-our-lady-of-guadalupe","Trump Celebrates The Birthday of Jesus Christ's Mother With Image ...","Sep 8, 2024 ... “Kamala Harris hates Catholics and everything we hold sacred,” CatholicVote President Brian Burch said in a statement upon the announcement of “Catholics for ...",2024-09-08
"7","https://www.dailywire.com/news/jeff-walz-brother-of-tim-walz-blasts-the-vp-pick-has-bad-character","Jeff Walz, Brother Of Tim Walz, Blasts The VP Pick: Has Bad ...","Sep 3, 2024 ... He also indicated that he was never informed in advance that his brother was going to be Vice President Kamala Harris' pick for VP. “My family wasn't given ...",2024-09-03
"8","https://www.dailywire.com/topic/yale-university","Yale University","Sep 5, 2024 ... Flanked by labor union leaders, Democratic presidential candidate Vice President Kamala Harris speaks to union. Why Kamala Harris Is The Poster Child For ...",2024-09-05
"9","https://www.dailywire.com/news/everyone-realizes-that-there-was-no-case-trump-responds-after-judge-delays-sentencing","'Everyone Realizes That There Was No Case': Trump Responds ...","Sep 6, 2024 ... “It is a political attack against me by Comrade Kamala Harris and other Radical Left Opponents for purposes of Election Interference, and is a case that should ...",2024-09-06
"10","https://www.dailywire.com/news/tim-pool-tells-ben-shapiro-russia-sucks-hes-pissed-about-doj-claim-that-tenet-was-funded-by-russia","Tim Pool Tells Ben Shapiro 'Russia Sucks,' He's 'Pissed' About DOJ ...","Sep 6, 2024 ... I don't know what will turn out to be true, but I'm pissed.” EXCLUSIVE: @Timcast first interview about the DOJ/Tenet Media indictment and his own Kamala Harris ...",2024-09-06
"11","https://www.dailywire.com/news/tim-pool-tells-ben-shapiro-russia-sucks-hes-pissed-about-doj-claim-that-tenet-was-funded-by-russia","Tim Pool Tells Ben Shapiro 'Russia Sucks,' He's 'Pissed' About DOJ ...","Sep 6, 2024 ... I don't know what will turn out to be true, but I'm pissed.” EXCLUSIVE: @Timcast first interview about the DOJ/Tenet Media indictment and his own Kamala Harris ...",2024-09-06
"12","https://www.dailywire.com/news/swifties-for-trump-taylor-nation-is-fracturing-over-the-election","'Swifties For Trump': Taylor Nation Is Fracturing Over The Election","Sep 3, 2024 ... The Swifties for Kamala idea came from one lone Swiftie who tweeted that “U.S. swifties should mass organize and help campaign for Kamala Harris” so they ...",2024-09-03
"13","https://www.dailywire.com/episode/ep-1439","Ep. 1439 - Our Towns And Our Pets Aren't Safe Thanks to Third ...","Sep 9, 2024 ... ... Kamala Harris is fading fast in the polls. Climate alarmists predicted historic, devastating hurricanes this season. Instead, there have been no hurricanes ...",2024-09-09
