"","url","title","snippet","date"
"1","https://www.dailywire.com/news/trump-celebrates-the-birthday-of-jesus-christs-mother-with-image-of-our-lady-of-guadalupe","Trump Celebrates The Birthday of Jesus Christ's Mother With Image ...","Sep 8, 2024 ... Former President Donald Trump celebrated the birthday of Mary, venerated by Christians as the mother of Jesus Christ, in a TruthSocial post Sunday.",2024-09-08
"2","https://www.dailywire.com/news/top-physicist-economist-international-order-might-not-allow-trump-to-be-elected","Top Physicist-Economist: International Order Might Not 'Allow' Trump ...","Sep 3, 2024 ... “I don't know whether Donald Trump will be allowed to become president,” Weinstein, who received a Ph.D in mathematical physics from Harvard University and ...",2024-09-03
"3","https://www.dailywire.com/news/jeff-walz-brother-of-tim-walz-blasts-the-vp-pick-has-bad-character","Jeff Walz, Brother Of Tim Walz, Blasts The VP Pick: Has Bad ...","Sep 3, 2024 ... The brother of Democrat vice presidential nominee Tim Walz is considering endorsing former President Donald Trump and hinted that he could release dirt on ...",2024-09-03
"4","https://www.dailywire.com/news/abc-debate-host-david-muirs-show-was-100-positive-for-harris-93-negative-for-trump-report","ABC Debate Host David Muir's Show Was 100% Positive For Harris ...","Sep 10, 2024 ... ... Donald Trump.Analysts looked at all of the campaign stories that the show has aired from July 21 through the end of last week and found that there were “25 ...",2024-09-10
"5","https://www.dailywire.com/news/trump-kamala-debate-simulcast-and-reaction-to-stream-live-on-daily-wire-backstage","Trump-Harris Debate Simulcast And Analysis Streaming Live On ...","Sep 10, 2024 ... The all-important debate between former President Donald Trump and Vice President Kamala Harris will stream live on DailyWire+ with pre-debate analysis on “ ...",2024-09-10
"6","https://www.dailywire.com/news/everyone-realizes-that-there-was-no-case-trump-responds-after-judge-delays-sentencing","'Everyone Realizes That There Was No Case': Trump Responds ...","Sep 6, 2024 ... Former President Donald Trump said on Friday that the sentencing in his hush-money case is being moved to after the election because he “did nothing wrong.",2024-09-06
"7","https://www.dailywire.com/news/our-towns-and-our-pets-arent-safe-thanks-to-third-world-migrants","Our Towns And Our Pets Aren't Safe Thanks to Third-World Migrants","Sep 9, 2024 ... In early 2018, senators from both parties met with Donald Trump inside the White House. They were there to discuss the visa lottery system, ...",2024-09-09
"8","https://www.dailywire.com/news/watch-eric-swalwell-loses-it-on-the-house-floor-over-a-cat-meme","WATCH: Eric Swalwell Loses It On The House Floor — Over A Cat ...","Sep 10, 2024 ... Rep. Eric Swalwell (D-CA) launched into an angry tirade on the House Floor on Tuesday, all over a meme that showed former President Donald Trump hugging a ...",2024-09-10
"9","https://www.dailywire.com/news/trump-corners-kamala-on-late-term-abortion-she-refuses-to-say-if-she-supports-aborting-babies-in-third-trimester","Trump Corners Kamala On Late-Term Abortion. She Refuses To Say ...","Sep 10, 2024 ... Former President Donald Trump pushed Vice President Kamala Harris to address her position on abortion during Tuesday night's debate, ...",2024-09-10
"10","https://www.dailywire.com/episode/daily-wire-backstage-the-fight-for-47","Daily Wire Backstage: The Presidential Debate","Sep 10, 2024 ... Donald Trump and Kamala Harris go head-to-head in a historic face-off, clashing over key issues like inflation, abortion, and immigration.",2024-09-10
"11","https://www.dailywire.com/news/swifties-for-trump-taylor-nation-is-fracturing-over-the-election","'Swifties For Trump': Taylor Nation Is Fracturing Over The Election","Sep 3, 2024 ... ... Donald Trump, she could go do something — anything — productive for the United States.WATCH: The Comments Section with Brett CooperThen, in a strange ...",2024-09-03
"12","https://www.dailywire.com/news/biden-harris-irs-hiring-dei-specialist-with-salary-more-than-3x-national-average","Biden-Harris IRS Hiring DEI Specialist With Salary More Than 3x ...","Sep 3, 2024 ... ... Donald Trump has indicated that he would gut the federal bureaucracy if reelected, reigning in those who would otherwise obstruct his policy agenda.“We will ...",2024-09-03
"13","https://www.dailywire.com/news/are-you-his-daughter-unearthed-abc-profile-shows-kamala-partying-with-ex-lover-willie-brown","'Are You His Daughter?' Unearthed ABC Profile Shows Kamala ...","Sep 10, 2024 ... ... Donald Trump and Harris, who has been accused of profiting from her relationship with Brown, who is 30 years her senior.The Daily Wire obtained the full ABC ...",2024-09-10
"14","https://www.dailywire.com/news/exclusive-school-district-allowed-trans-identifying-female-to-supervise-little-boys-showering-lawsuit-alleges","EXCLUSIVE: School District Had Trans-Identifying Female ...","Sep 5, 2024 ... ... Donald Trump “missed.” In October 2022, one month after the district denied that students were dressing up as “furries” at school, CBS News Colorado ...",2024-09-05
"15","https://www.dailywire.com/news/what-you-need-to-know-about-the-ohio-town-overrun-by-haitian-immigrants","What You Need To Know About The Ohio Town Overrun By Haitian ...","Sep 9, 2024 ... Donald Trump singing ""their eating the dogs & cats"" - funniest thing I've seen in a long time, lets drive it viral......https://t.co/knoZqUtLA8 https://x ...",2024-09-09
