"","url","title","snippet","date"
"1","https://www.breitbart.com/politics/2024/08/13/report-kamala-harriss-muslim-liaison-has-radical-views-battled-jewish-students/","Report: Kamala Harris's Muslim Liaison Has Radical Views, Battled ...","Aug 13, 2024 ... Kamala Harris has named Nasrina Bargzie as her liaison to Muslim and Arab voters, despite a record battling pro-Israel and Jewish students.",2024-08-13
"2","https://www.breitbart.com/politics/2024/08/19/kamala-harris-hires-disgraced-russia-hoaxer-marc-elias-for-election-legal-team/","Kamala Harris Hires Disgraced Russia Hoaxer Marc Elias for ...","Aug 19, 2024 ... Vice President Kamala Harris has hired disgraced ""Russia collusion"" hoaxer Marc Elias to help lead her massive team of election lawyers.",2024-08-19
"3","https://www.breitbart.com/politics/2024/08/14/what-you-hiding-for-stephen-a-smith-criticizes-kamala-harris-for-dodging-questions/","'What You Hiding For?': Stephen A. Smith Criticizes Kamala Harris ...","Aug 14, 2024 ... Sports media personality Stephen A. Smith said Tuesday on his podcast ""The Stephen A. Smith Show"" that Vice President Kamala Harris should answer questions ...",2024-08-14
"4","https://www.breitbart.com/politics/2024/08/17/cnns-wapos-rampell-harris-backed-off-her-own-campaigns-rhetoric-on-gouging/","CNN's, WaPo's Rampell: Harris Backed Off Her Own Campaign's ...","Aug 17, 2024 ... ... Kamala Harris' economic policy speech was different from the materials her campaign put out on her “price gouging” proposal. Rampell said, “It was ...",2024-08-17
"5","https://www.breitbart.com/asia/2024/08/14/peter-schweizer-democrat-vp-pick-tim-walz-tied-chinese-secret-police-stations-kidnap-ccp-critics/","Peter Schweizer: Tim Walz Tied to Chinese 'Secret Police Stations ...","Aug 14, 2024 ... The New York Times bestselling author claimed that Walz, who was announced as Vice President Kamala Harris's running mate on August 6, is connected to CCP ...",2024-08-14
"6","https://www.breitbart.com/politics/2024/08/12/van-jones-harris-is-getting-more-attention-doesnt-need-to-talk-to-press-right-now/","Van Jones: Harris Is Getting More Attention, Doesn't Need to Talk to ...","Aug 12, 2024 ... Jones began by saying that 2024 Republican presidential candidate former President Donald Trump is “not getting as much attention as Kamala Harris.” He added ...",2024-08-12
"7","https://www.breitbart.com/sports/2024/08/16/michele-tafoya-blasts-mina-kimes-for-gushing-over-tim-walzs-masculinity/","Michele Tafoya Blasts Mina Kimes for Gushing Over Tim Walz's ...","Aug 16, 2024 ... Michele Tafoya blasted ESPN's Mina Kimes for celebrating Kamala Harris VP pick Tim Walz for his particular type of ""masculinity.""",2024-08-16
"8","https://www.breitbart.com/politics/2024/08/16/she-doesnt-know-what-a-woman-is-cnn-panel-has-meltdown-over-nancy-mace-criticism-of-kamala/","'She Doesn't Know What a Woman Is': CNN Panel Has Meltdown ...","Aug 16, 2024 ... ... Eric Dyson and Rep. Nancy Mace (R-SC) had a heated back-and-forth exchange about Vice President Kamala Harris. | Clips.",2024-08-16
"9","https://www.breitbart.com/politics/2024/08/18/lindsey-graham-donald-trump-the-provocateur-the-showman-may-not-win-this-election/","Lindsey Graham: 'Donald Trump the Provocateur, the Showman ...","Aug 18, 2024 ... ... 2024 election to Vice President Kamala Harris if he makes personal attacks the center of his campaign. | Clips.",2024-08-18
"10","https://www.breitbart.com/politics/2024/08/13/report-immigrants-gaining-u-s-citizenship-at-fastest-rate-in-a-decade/","'Reshaping the Electorate': Biden-Harris Admin Granting Citizenship ...","Aug 13, 2024 ... ... on Twitter: or e-mail to: skent@breitbart.com. 2024 Election · Immigration · Politics · 2024 Presidential Election · Donald Trump · Kamala Harris · U.S. ...",2024-08-13
"11","https://www.breitbart.com/politics/2024/08/13/report-immigrants-gaining-u-s-citizenship-at-fastest-rate-in-a-decade/","'Reshaping the Electorate': Biden-Harris Admin Granting Citizenship ...","Aug 13, 2024 ... ... on Twitter: or e-mail to: skent@breitbart.com. 2024 Election · Immigration · Politics · 2024 Presidential Election · Donald Trump · Kamala Harris · U.S. ...",2024-08-13
"12","https://www.breitbart.com/tag/masks/","masks Articles - Breitbart","Aug 12, 2024 ... Hannah Knudsen. 12 Aug 2024, 10:34 AM PDT. Democratic presidential nominee Vice President Kamala Harris and ...",2024-08-12
"13","https://www.breitbart.com/clips/2024/08/13/carville-the-range-we-are-in-now-chance-that-harris-wins-by-five/","Carville: The Range We Are In Now 'Chance that Harris Wins By Five'","Aug 13, 2024 ... ... Kamala Harris wins the election in November by five points than former President Donald Trump has a slim victory. Carville said, “We're looking at a ...",2024-08-13
"14","https://www.breitbart.com/radio/2024/08/20/exclusive-sen-marsha-blackburn-key-to-winning-in-november-is-to-compare-historic-inflation-under-kamala-harris-to-trump-tax-cuts/","Exclusive--Sen. Marsha Blackburn Lays Out the Key to Winning in ...","Aug 20, 2024 ... Exclusive — Sen. Marsha Blackburn: Key to Winning in November Is to 'Compare' Historic Inflation Under Kamala Harris to Trump Tax Cuts.",2024-08-20
"15","https://www.breitbart.com/politics/2024/08/20/byron-donalds-media-hyped-joy-and-vibes-around-harris-a-cover-up-for-disastrous-policies/","Donalds: 'Joy' Around Harris-Walz Ticket 'Cover-Up' for Disastrous ...","Aug 20, 2024 ... “They knifed Joe Biden, he's out, and now you have a situation where they're trying to rebrand Kamala Harris because she's been one of the more unlikable ...",2024-08-20
"16","https://www.breitbart.com/author/alexander-marlow/","Alexander Marlow, Author at Breitbart","Aug 15, 2024 ... Exclusive — Donald Trump: Kamala Harris Will Not Sit with Any Real Journalists, Only 'a Soft Democrat Interview'.",2024-08-15
"17","https://www.breitbart.com/asia/2024/08/19/tim-walz-praised-chinese-communism-students-everyone-is-the-same-everyone-shares/","Tim Walz Praised Chinese Communism to Students: 'Everyone Is ...","Aug 19, 2024 ... Vice President Kamala Harris's running mate, Minnesota Gov. Tim Walz (D), promoted Chinese-style communism to his high school students in the 1990s, telling ...",2024-08-19
"18","https://www.breitbart.com/politics/2024/08/13/watch-colbert-audience-laughs-when-he-calls-cnn-an-objective-news-outlet/","Watch: 'Colbert' Audience Laughs When He Calls CNN an 'Objective ...","Aug 13, 2024 ... ... Kamala Harris on the campaign trail. “Trump has kind of been thrown on his heels by this, and he's not really sure how to go after Vice President Harris ...",2024-08-13
"19","https://www.breitbart.com/entertainment/2024/08/15/nolte-blacklisting-blacklisters-at-hollywood-reporter-blacklist-veteran-film-blogger-sasha-stone/","Nolte: Blacklisting Blacklisters at Hollywood Reporter Blacklist ...","Aug 15, 2024 ... [W]hen I saw [a] … “white men for Kamala Harris” [announcement] I could not help but note the irony and hilarity of a whites-only fundraiser…. So I made the ...",2024-08-15
"20","https://www.breitbart.com/tag/trucking/","trucking Articles - Breitbart","Aug 17, 2024 ... Small business owners in the trucking industry are “concerned about Kamala Harris' impact” regarding increased regulations and costs, a major Chicago-based ...",2024-08-17
