"","url","title","snippet","date"
"1","https://www.breitbart.com/sports/2024/09/19/nfl-hall-of-fame-coach-tony-dungy-calls-out-kamala-harris-faith-based-abortion-post/","NFL Hall of Fame Coach Tony Dungy Calls Out Kamala Harris' 'Faith ...","Sep 19, 2024 ... Legendary coach Tony Dungy recently called out Vice President Kamala Harris for a faith-based post in favor of abortion.",2024-09-19
"2","https://www.breitbart.com/entertainment/2024/09/11/megyn-kelly-dana-walden-close-friend-of-kamala-harris-runs-disney-owned-abc-news-the-moderators-did-her-bidding-theyre-trying-to-steal-this-election/","Megyn Kelly: Dana Walden, Close Friend of Kamala Harris, Runs ...","Sep 11, 2024 ... Megyn Kelly: Dana Walden, Close Friend of Kamala Harris, Runs Disney-Owned ABC News. The Moderators Did Her Bidding: 'They're Trying to Steal This Election ...",2024-09-11
"3","https://www.breitbart.com/the-media/2024/09/15/abc-moderator-linsey-davis-admits-fact-checking-was-only-planned-for-trump/","ABC Moderator Linsey Davis Admits: 'Fact-checking' Was Only ...","Sep 15, 2024 ... ... Kamala Harris. As Breitbart News noted, Davis and co-moderator David Muir fact-checked Trump seven times — often incorrectly — while never fact-checking ...",2024-09-15
"4","https://www.breitbart.com/2024-election/2024/09/20/kamala-harris-gives-90-word-rambling-response-plan-lower-costs/","Kamala Harris Gives 90-Word Rambling Response About Plan to ...","Sep 20, 2024 ... Vice President Kamala Harris delivered another word salad when asked on Thursday to detail her plan to lower soaring costs.",2024-09-20
"5","https://www.breitbart.com/entertainment/2024/09/17/disneys-dana-walden-refuses-to-answer-if-extraordinary-friendship-with-kamala-harris-affected-abc-news-debate/","Disney's Dana Walden Refuses to Answer if 'Extraordinary ...","Sep 17, 2024 ... A top Walt Disney Company executive is refusing to answer if her close friendship with Kamala Harris affected last week's ABC News presidential debate.",2024-09-17
"6","https://www.breitbart.com/clips/2024/09/20/harris-walz-adviser-harris-was-joking-about-shooting-an-intruder/","Harris-Walz Adviser: Harris 'Was Joking' About Shooting an Intruder","Sep 20, 2024 ... ... Kamala Harris was just joking when she talked about shooting someone who broke into her house, “but I think it's important that people know that the Vice ...",2024-09-20
"7","https://www.breitbart.com/politics/2024/09/15/media-bury-kamala-harris-disastrous-first-solo-interview/","Media Bury Kamala Harris's Disastrous First Solo Interview","Sep 15, 2024 ... The mainstream media have buried Vice President Kamala Harris's first solo interview in the eight weeks since she joined the presidential race, ...",2024-09-15
"8","https://www.breitbart.com/immigration/2024/09/13/trump-kamala-harris-is-the-godmother-of-sanctuary-cities/","Trump: Kamala Harris Is the 'Godmother of Sanctuary Cities'","Sep 13, 2024 ... Trump called Kamala Harris the ""Godmother of sanctuary cities"" as he noted her record of lenience toward violent criminals in San Francisco.",2024-09-13
"9","https://www.breitbart.com/2024-election/2024/09/12/kamala-harriss-jewish-support-sinks-lowest-level-democrat-since-michael-dukakis-1988/","Pew Poll: Harris's Jewish Support Sinks to Lowest Level Since 1988","Sep 12, 2024 ... Kamala Harris's support among Jewish voters is at its lowest level for a Democrat since Michael Dukakis lost to George H. W. Bush.",2024-09-12
"10","https://www.breitbart.com/entertainment/2024/09/11/taylor-swift-endorses-kamala-harris-two-days-after-variety-says-no-endorsement-would-be-regrettable/","Taylor Swift Endorses Kamala Harris Two Days After Variety Says ...","Sep 11, 2024 ... Was it a coincidence? Taylor Swift's endorsement of Kamala Harris comes just two days after Hollywood trade publication Variety shamed the pop diva for her ...",2024-09-11
