"","url","title","snippet","date"
"1","https://www.breitbart.com/entertainment/2024/11/03/claim-nbc-broke-fcc-equal-time-rule-with-kamala-harris-appearance-on-snl/","CLAIM: NBC Broke FCC 'Equal Time' Rule with Kamala Harris ...","Nov 3, 2024 ... NBC allegedly violated the Federal Communications Commission's (FCC) ""Equal Time"" rule by inviting Vice President Kamala Harris onto SNL.",2024-11-03
"2","https://www.breitbart.com/entertainment/2024/11/01/kamala-harris-surrogate-jennifer-lopez-ambushed-with-diddy-questions-while-signing-autographs/","Kamala Harris Surrogate Jennifer Lopez Ambushed with Diddy ...","Nov 1, 2024 ... Hollywood star Jennifer Lopez, who recently endorsed Vice President Kamala Harris during a wild anti-Trump rant, was ambushed by fans who asked about ...",2024-11-01
"3","https://www.breitbart.com/clips/2024/11/04/sean-hannity-kamala-harris-has-a-math-problem-going-into-election-day/","Sean Hannity: Kamala Harris Has a Math Problem Going into ...","Nov 4, 2024 ... Fox News host Sean Hannity said Monday on ""Fox & Friends"" that Democratic presidential nominee Vice President Kamala Harris has a ""math problem"" going into ...",2024-11-04
"4","https://www.breitbart.com/entertainment/2024/11/03/kamala-campaign-mocked-over-profanity-laden-glorilla-rap-performance-at-milwaukee-rally/","Kamala Campaign Mocked over Profanity-Laden, Bleeped Out ...","Nov 3, 2024 ... The Kamala Harris campaign has received backlash on social media over rapper GloRilla's heavily censored performance at a political rally in Milwaukee.",2024-11-03
"5","https://www.breitbart.com/2024-election/2024/11/04/former-obama-aide-early-voting-numbers-look-scary-kamala-harris/","WATCH -- Former Obama Aide: Early Voting Numbers Look 'Scary ...","Nov 4, 2024 ... Early voting data has become a nail-biter for Vice President Kamala Harris (D) as she runs against former President Donald Trump (R) in the race for the White ...",2024-11-04
"6","https://www.breitbart.com/2nd-amendment/2024/11/04/hawkins-kamala-harris-is-pro-gun-control-donald-trump-is-pro-second-amendment/","Hawkins: Kamala Harris is Pro-Gun Control, Donald Trump is Pro-2A","Nov 4, 2024 ... On the eve of the November 5, 2024, presidential election it is important to remember that Democrat Kamala Harris is pro-gun control and Republican Donald ...",2024-11-04
"7","https://www.breitbart.com/2024-election/2024/11/03/barack-obama-tries-debunked-very-fine-people-hoax-in-closing-message-wisconsin/","Barack Obama Tries Debunked 'Very Fine People' Hoax in Closing ...","Nov 3, 2024 ... Former President Barack Obama resorted to the debunked “very fine people” hoax as he delivered a closing argument on behalf of Vice President Kamala Harris.",2024-11-03
"8","https://www.breitbart.com/radio/2024/11/04/exclusive-tom-cotton-i-dont-see-silent-kamala-voter-there-is-likely-yet-again-silent-trump-voter/","Exclusive -- Tom Cotton: I Don't See a Silent Kamala Voter, but ...","Nov 4, 2024 ... Sen. Tom Cotton (R-AR) said he does not believe there is a silent Kamala Harris voter, but there is likely a silent Donald Trump voter.",2024-11-04
"9","https://www.breitbart.com/the-media/2024/11/02/exclusive-rasmussen-head-pollster-predicts-trump-landslide-likens-to-1980-reagan-carter-election-major-political-realignment/","Rasmussen Head Pollster Predicts Major Trump Landslide Victory","Nov 2, 2024 ... Reflecting on public dissatisfaction with the current administration, he noted, “People don't care who Kamala Harris is.” “They care that she's part of the ...",2024-11-02
"10","https://www.breitbart.com/entertainment/2024/11/04/kamalas-close-complete-list-of-hollywood-elites-telling-americans-what-america-they-should-have/","Kamala's Close: Complete List of Hollywood Elites Telling ...","Nov 4, 2024 ... Kamala Harris has leaned on Uber wealthy Hollywood elites to tell them how to vote and who to vote for on Election Day.",2024-11-04
"11","https://www.breitbart.com/entertainment/2024/11/04/nyt-subway-takes-canceled-kamala-video-after-she-insulted-muslim-host-over-bacon/","NYT: 'Subway Takes' Canceled Kamala Video After She Insulted ...","Nov 4, 2024 ... The Muslim host of 'Subway Takes' decided not to publish an interview with Kamala Harris after she insisted that ""bacon is a spice.""",2024-11-04
"12","https://www.breitbart.com/tech/2024/11/04/democrat-mega-donor-reid-hoffman-says-2024-election-is-disrupting-silicon-valley-relationships/","Democrat Mega-Donor Reid Hoffman Says 2024 Election Is ...","Nov 4, 2024 ... Silicon Valley Billionaire Reid Hoffman, a prominent supporter of Kamala Harris's presidential campaign and past visitor to Epstein Island, has warned that ...",2024-11-04
